loss,val_loss
0.7307333946228027,0.37678882479667664
0.2741777300834656,0.15156324207782745
0.20108236372470856,0.13706859946250916
0.16467876732349396,0.10829214006662369
0.1562846451997757,0.07556325942277908
0.14859259128570557,0.14172162115573883
0.14643344283103943,0.05851122736930847
0.12319468706846237,0.10765957087278366
0.12370289862155914,0.04650002345442772
0.09746202826499939,0.027058672159910202
0.07294940203428268,0.019975177943706512
0.04758206009864807,0.013359499163925648
0.025576842948794365,0.017358575016260147
0.015286493115127087,0.026769019663333893
0.016703668981790543,0.057239726185798645
0.02432185411453247,0.02235991321504116
0.012585056945681572,0.015879806131124496
0.01025386992841959,0.012991359457373619
0.009855153039097786,0.011552076786756516
0.00872220192104578,0.009931675158441067
0.008009552955627441,0.008923136629164219
0.0076467134058475494,0.008821943774819374
0.00690799904987216,0.009490867145359516
0.007937171496450901,0.008702471852302551
0.007512914016842842,0.008032631129026413
0.007526840083301067,0.007642573211342096
0.007034466601908207,0.007455681450664997
0.007865844294428825,0.011535109020769596
0.008532865904271603,0.008180203847587109
0.009935634210705757,0.033755578100681305
0.014059014618396759,0.027646737173199654
0.016163252294063568,0.03543279692530632
0.0201971847563982,0.016906464472413063
0.013173561543226242,0.01874871551990509
0.016212405636906624,0.009827258065342903
0.009238099679350853,0.016949836164712906
0.012488115578889847,0.013520671054720879
0.010627222247421741,0.020968159660696983
0.012714856304228306,0.012578054331243038
0.011102283373475075,0.014236638322472572
0.010204710066318512,0.006159881129860878
0.006435880903154612,0.007266255561262369
0.006872536614537239,0.004939503036439419
0.006442035082727671,0.009473302401602268
0.008689741604030132,0.005863901227712631
0.007152906619012356,0.009867161512374878
0.010046139359474182,0.006730401422828436
0.008032758720219135,0.013802791945636272
0.01587081141769886,0.00881468877196312
0.011084508150815964,0.012838267721235752
